Ticker,Low,Close,High,Open,Volume,Timestamp
MSFT,329.78,334.75,338.0,335.35,28865100,1641220200
MSFT,326.12,329.01,335.2,334.83,32674300,1641306600
MSFT,315.98,316.38,326.07,325.86,40054300,1641393000
MSFT,311.49,313.88,318.7,313.15,39646100,1641479400
MSFT,310.09,314.04,316.5,314.15,32720000,1641565800
MSFT,304.69,314.27,314.72,309.49,44289500,1641825000
MSFT,309.89,314.98,316.61,313.38,29386800,1641911400
MSFT,317.08,318.27,323.41,319.67,34372200,1641997800
MSFT,304.0,304.8,320.88,320.47,45366000,1642084200
MSFT,303.75,310.2,310.82,304.25,39846400,1642170600
MSFT,301.74,302.65,309.8,304.07,42333200,1642516200
MSFT,302.7,303.33,313.91,306.29,45933900,1642602600
MSFT,301.14,301.6,311.65,309.07,35380700,1642689000
MSFT,295.61,296.03,304.11,302.69,57984400,1642775400
MSFT,276.05,296.37,297.11,292.2,85731500,1643034600
MSFT,285.17,288.49,294.99,291.52,72848600,1643121000
MSFT,293.03,296.71,308.5,307.99,90428900,1643207400
MSFT,297.93,299.84,307.3,302.66,53481300,1643293800
MSFT,294.45,308.26,308.48,300.23,49743700,1643380200
MSFT,306.37,310.98,312.38,308.95,46444500,1643639400
MSFT,305.13,308.76,310.63,310.41,40950400,1643725800
MSFT,308.88,313.46,315.12,309.63,36636000,1643812200
MSFT,299.96,301.25,311.23,309.49,43730000,1643898600
MSFT,299.97,305.94,308.8,300.21,35096500,1643985000
MSFT,299.9,300.95,307.84,306.17,28533300,1644244200
MSFT,299.95,304.56,305.56,301.25,32421200,1644330600
MSFT,307.39,311.21,311.93,309.87,31284700,1644417000
MSFT,300.7,302.38,309.12,304.04,45386200,1644503400
MSFT,294.22,295.04,304.29,303.19,39175600,1644589800
MSFT,291.35,295.0,296.76,293.77,36359500,1644849000
MSFT,297.02,300.47,300.8,300.01,27058300,1644935400
MSFT,293.68,299.5,300.87,298.37,29982100,1645021800
MSFT,290.0,290.73,296.8,296.36,32461600,1645108200
MSFT,286.31,287.93,293.86,293.05,34264000,1645194600
MSFT,284.5,287.72,291.54,285.0,41736100,1645540200
MSFT,280.1,280.27,291.7,290.18,37811200,1645626600
MSFT,271.52,294.59,295.16,272.51,56989700,1645713000
MSFT,291.65,297.31,297.63,295.14,32546700,1645799400
MSFT,293.0,298.79,299.14,294.31,34627500,1646058600
MSFT,292.15,294.95,299.97,296.4,31217800,1646145000
MSFT,293.7,300.19,301.47,295.36,31873000,1646231400
MSFT,294.05,295.92,303.13,302.89,27314500,1646317800
MSFT,287.17,289.86,295.66,294.29,32356500,1646404200
MSFT,278.53,278.91,289.69,288.53,43157200,1646663400
MSFT,270.0,275.85,283.96,277.8,48159500,1646749800
MSFT,280.78,288.5,289.6,283.44,35204500,1646836200
MSFT,280.58,285.59,286.6,283.02,30628000,1646922600
MSFT,279.43,280.07,289.51,287.96,27209300,1647009000
MSFT,275.82,276.44,285.4,280.34,30660700,1647264600
MSFT,278.73,287.15,287.82,280.35,34245100,1647351000
MSFT,283.2,294.39,294.57,289.11,37826300,1647437400
MSFT,289.37,295.22,295.61,293.29,30816600,1647523800
MSFT,292.73,300.43,301.0,295.37,43390600,1647610200
MSFT,294.9,299.16,300.14,298.89,28351200,1647869400
MSFT,298.77,304.06,305.0,299.8,27599700,1647955800
MSFT,297.72,299.49,303.23,300.51,25715400,1648042200
MSFT,298.32,304.1,304.2,299.14,24484500,1648128600
MSFT,299.29,303.68,305.5,305.23,22566500,1648215000
MSFT,304.33,310.7,310.8,304.33,29578200,1648474200
MSFT,309.05,315.41,315.82,313.91,30393400,1648560600
MSFT,311.58,313.86,315.95,313.76,28163600,1648647000
MSFT,307.89,308.31,315.14,313.9,33422100,1648733400
MSFT,305.54,309.42,310.13,309.37,27110500,1648819800
MSFT,309.71,314.97,315.11,310.09,24289600,1649079000
MSFT,309.87,310.88,314.87,313.27,23156700,1649165400
MSFT,296.71,299.5,307.0,305.19,40110400,1649251800
MSFT,296.35,301.37,303.65,296.66,31411200,1649338200
MSFT,296.28,296.97,301.12,300.44,24361900,1649424600
MSFT,285.0,285.26,292.61,291.79,34569300,1649683800
MSFT,280.49,282.06,290.74,289.24,30966700,1649770200
MSFT,281.3,287.62,288.58,282.73,21907200,1649856600
MSFT,279.32,279.83,288.31,288.09,28221600,1649943000
MSFT,278.34,280.52,282.46,278.91,20778000,1650288600
MSFT,278.41,285.3,286.17,279.38,22297700,1650375000
MSFT,285.37,286.36,289.7,289.4,22906700,1650461400
MSFT,280.06,280.81,293.3,288.58,29454600,1650547800
MSFT,273.38,274.03,283.2,281.68,29405800,1650634200
MSFT,270.77,280.72,281.11,273.29,35678900,1650893400
MSFT,270.0,270.22,278.36,277.5,46518400,1650979800
MSFT,279.16,283.22,290.97,282.1,63477700,1651066200
MSFT,281.46,289.63,290.98,285.19,33646600,1651152600
MSFT,276.5,277.52,289.88,288.61,37073900,1651239000
MSFT,276.22,284.47,284.94,277.71,35151100,1651498200
MSFT,280.15,281.78,284.13,283.96,25978600,1651584600
MSFT,276.73,289.98,290.88,282.59,33599300,1651671000
MSFT,274.34,277.35,286.35,285.54,43260400,1651757400
MSFT,271.27,274.73,279.25,274.81,37780300,1651843800
MSFT,263.32,264.58,272.36,270.06,47726000,1652103000
MSFT,265.07,269.5,273.75,271.69,39336400,1652189400
MSFT,259.3,260.55,271.36,265.68,48975900,1652275800
MSFT,250.02,255.35,259.88,257.69,51033800,1652362200
MSFT,255.35,261.12,263.04,257.35,34925100,1652448600
MSFT,255.78,261.5,265.82,259.96,32550900,1652707800
MSFT,262.46,266.82,268.33,266.11,28828800,1652794200
MSFT,252.77,254.08,263.6,263.0,31356000,1652880600
MSFT,251.88,253.14,257.67,253.9,32692300,1652967000
MSFT,246.44,252.56,258.54,257.24,39199300,1653053400
MSFT,253.43,260.65,261.5,255.49,33175400,1653312600
MSFT,253.5,259.62,261.33,257.89,29043900,1653399000
MSFT,257.13,262.52,264.58,258.14,28547900,1653485400
MSFT,261.43,265.9,267.11,262.27,25002100,1653571800
MSFT,267.56,273.24,273.34,268.48,26910800,1653658200
MSFT,268.93,271.87,274.77,272.53,37827700,1654003800
MSFT,270.04,272.42,277.69,275.2,25292200,1654090200
MSFT,261.6,274.58,274.65,264.45,44008200,1654176600
MSFT,268.41,270.02,273.45,270.31,28059000,1654263000
MSFT,267.22,268.75,274.18,272.06,22400300,1654522200
MSFT,265.94,272.5,273.13,266.64,22860700,1654608600
MSFT,269.61,270.41,273.0,271.71,17372300,1654695000
MSFT,264.63,264.79,272.71,267.78,26439700,1654781400
MSFT,252.53,252.99,260.58,260.58,31422800,1654867800
MSFT,241.53,242.26,249.02,245.11,46135800,1655127000
MSFT,241.51,244.49,245.74,243.86,28651500,1655213400
MSFT,246.42,251.76,255.3,248.31,33111700,1655299800
MSFT,243.02,244.97,247.42,245.98,33169200,1655386200
MSFT,244.03,247.65,250.5,244.7,43084800,1655472600
MSFT,249.51,253.74,254.75,250.26,29928300,1655818200
MSFT,250.37,253.13,257.17,251.89,25939900,1655904600
MSFT,253.63,258.86,259.37,255.57,25861400,1655991000
MSFT,261.72,267.7,267.98,261.81,33923200,1656077400
MSFT,263.28,264.89,268.3,268.21,24615100,1656336600
MSFT,256.32,256.48,266.91,263.98,27295500,1656423000
MSFT,255.76,260.26,261.97,257.59,20069800,1656509400
MSFT,252.9,256.83,259.53,257.05,31730900,1656595800
MSFT,254.61,259.58,259.77,256.39,22837700,1656682200
MSFT,254.74,262.85,262.98,256.16,22941000,1657027800
MSFT,262.4,266.21,267.99,263.75,23824400,1657114200
MSFT,265.02,268.4,269.06,265.12,20859900,1657200600
MSFT,263.29,267.66,268.1,264.79,19658800,1657287000
MSFT,262.18,264.51,266.53,265.65,19455200,1657546200
MSFT,252.04,253.67,265.94,265.88,35868500,1657632600
MSFT,248.11,252.72,253.55,250.19,29497400,1657719000
MSFT,245.94,254.08,255.14,250.57,25102800,1657805400
MSFT,254.77,256.72,260.37,255.72,29774100,1657891800
MSFT,253.3,254.25,260.84,259.75,20975000,1658151000
MSFT,253.68,259.53,259.72,257.58,25012600,1658237400
MSFT,258.91,262.27,264.87,259.9,22788300,1658323800
